Timestamp,Robot State,Robot Position X,Robot Position Y,Robot Position Z,Proximity Sensor,Gripper State
2024-04-26 07:11:50.387987,IDLE,0.0,0.0,0.0,False,False
2024-04-26 07:11:50.892980,IDLE,0.0,0.0,0.0,False,False
2024-04-26 07:11:51.397613,IDLE,0.0,0.0,0.0,False,False
2024-04-26 07:11:51.906688,IDLE,0.0,0.0,0.0,False,False
2024-04-26 07:11:52.414236,IDLE,0.0,0.0,0.0,False,False
2024-04-26 07:11:52.924748,IDLE,0.0,0.0,0.0,False,False
2024-04-26 07:11:53.433966,IDLE,0.0,0.0,0.0,False,False
2024-04-26 07:11:53.940241,IDLE,0.0,0.0,0.0,False,False
2024-04-26 07:11:54.449558,IDLE,0.0,0.0,0.0,False,False
2024-04-26 07:11:54.888617,IDLE,0.0,0.0,0.0,False,False
2024-04-26 07:11:54.957238,IDLE,0.0,0.0,0.0,False,False
2024-04-26 07:11:55.465850,IDLE,0.0,0.0,0.0,False,False
2024-04-26 07:11:55.974490,IDLE,0.0,0.0,0.0,False,False
2024-04-26 07:11:56.482857,IDLE,0.0,0.0,0.0,False,False
2024-04-26 07:11:56.990588,IDLE,0.0,0.0,0.0,False,False
2024-04-26 07:11:57.499925,IDLE,0.0,0.0,0.0,False,False
2024-04-26 07:11:58.005243,IDLE,0.0,0.0,0.0,False,False
2024-04-26 07:11:58.513264,IDLE,0.0,0.0,0.0,False,False
2024-04-26 07:11:59.021807,IDLE,0.0,0.0,0.0,False,False
2024-04-26 07:11:59.532001,IDLE,0.0,0.0,0.0,False,False
2024-04-26 07:11:59.897239,IDLE,0.0,0.0,0.0,False,False
2024-04-26 07:12:00.042394,IDLE,0.0,0.0,0.0,False,False
2024-04-26 07:12:00.551773,IDLE,0.0,0.0,0.0,False,False
2024-04-26 07:12:01.057277,IDLE,0.0,0.0,0.0,False,False
2024-04-26 07:12:01.565340,IDLE,0.0,0.0,0.0,False,False
2024-04-26 07:12:02.071474,IDLE,0.0,0.0,0.0,False,False
2024-04-26 07:12:02.575158,IDLE,0.0,0.0,0.0,False,False
2024-04-26 07:12:03.082900,IDLE,0.0,0.0,0.0,False,False
2024-04-26 07:12:03.591464,IDLE,0.0,0.0,0.0,False,False
2024-04-26 07:12:04.099985,IDLE,0.0,0.0,0.0,False,False
2024-04-26 07:12:04.608517,IDLE,0.0,0.0,0.0,False,False
2024-04-26 07:12:04.904327,IDLE,0.0,0.0,0.0,False,False
2024-04-26 07:12:05.116446,IDLE,0.0,0.0,0.0,False,False
2024-04-26 07:12:05.624698,IDLE,0.0,0.0,0.0,False,False
2024-04-26 07:12:06.130877,IDLE,0.0,0.0,0.0,False,False
2024-04-26 07:12:06.639977,IDLE,0.0,0.0,0.0,False,False
2024-04-26 07:12:07.148790,IDLE,0.0,0.0,0.0,False,False
2024-04-26 07:12:07.657179,IDLE,0.0,0.0,0.0,False,False
2024-04-26 07:12:08.167268,IDLE,0.0,0.0,0.0,False,False
2024-04-26 07:12:08.675474,IDLE,0.0,0.0,0.0,False,False
2024-04-26 07:12:09.184368,IDLE,0.0,0.0,0.0,False,False
2024-04-26 07:12:09.690478,IDLE,0.0,0.0,0.0,False,False
2024-04-26 07:12:09.914186,IDLE,0.0,0.0,0.0,False,False
2024-04-26 07:12:09.917233,IDLE,0.0,0.0,0.0,False,False
2024-04-26 07:12:09.919195,IDLE,0.0,0.0,0.0,True,False
2024-04-26 07:12:09.920711,IDLE,0.0,0.0,0.0,False,False
2024-04-26 07:12:09.921858,PICK_FROM_CONVEYOR,0.0,0.0,0.0,False,True
2024-04-26 07:12:10.197528,PICK_FROM_CONVEYOR,0.0,0.0,0.0,False,True
2024-04-26 07:12:10.706838,PICK_FROM_CONVEYOR,0.0,0.0,0.0,False,True
2024-04-26 07:12:11.217371,PICK_FROM_CONVEYOR,0.0,0.0,0.0,False,True
2024-04-26 07:12:11.725331,PICK_FROM_CONVEYOR,1.0201804442253805e-16,-1.666081101809387,1.6660811018093873,False,True
2024-04-26 07:12:12.233702,PICK_FROM_CONVEYOR,-0.946766346917698,-2.6012191596559164,1.290814025625318,False,True
2024-04-26 07:12:12.742617,PICK_FROM_CONVEYOR,-1.643712134882126,-2.846992930633351,0.8808626782618049,False,True
2024-04-26 07:12:12.926177,PICK_FROM_CONVEYOR,-2.4028549232645733,-2.8636109872832396,0.3270482546880778,False,False
2024-04-26 07:12:12.927204,PICK_FROM_CONVEYOR,-2.4028549232645733,-2.8636109872832396,0.3270482546880778,False,False
2024-04-26 07:12:12.928077,PICK_FROM_CONVEYOR,-2.4028549232645733,-2.8636109872832396,0.3270482546880778,False,False
2024-04-26 07:12:13.253362,PLACE_IN_OVEN,0.1693966688965011,-0.2934036371616622,-1.2643939499093286,False,False
2024-04-26 07:12:13.764088,PLACE_IN_OVEN,-2.4605930697937586,0.895582636046628,-5.61540949668986,False,False
